table[0]:  3 1
table[21524]: liberfoyle 0 1
table[21525]: joab 6 2
table[21526]: anio 0 4
table[21528]: plinth 0 2
table[21529]: 'would 0 2
table[21533]: extravasated 0 1
table[21534]: lubrication 0 1
table[21540]: perverse 2 1
table[21543]: evagoras 0 3
table[21544]: deles 0 5
table[21545]: abarbanel 0 1
table[21547]: knitters 0 1
table[21549]: arri's 0 1
table[21552]: spoilt 0 2
table[21556]: unmix'd 0 1
table[21558]: yorick 0 1
table[21559]: warming 2 1
table[21560]: securely 7 1
table[21561]: affiliation 0 4
table[21562]: philistia 0 1
table[21563]: spaniards 10 1
table[21564]: acquire 6 1
table[21565]: falashas 0 1
table[21566]: royalties 6 1
table[21567]: unbid 0 1
table[21572]: kongsbeig 0 2
table[21573]: hilduin 0 1
table[21577]: stretched 7 1
table[21578]: letter 300 1
table[21579]: indexes 0 3
table[21580]: complained 2 1
table[21581]: vanish'd 8 1
table[21585]: entrances 0 1
table[21587]: mastcr's 0 1
table[21588]: verba 3 1
table[21590]: provisional 1 1
table[21591]: calchas' 4 1
table[21592]: stretches 7 1
table[21594]: complainer 0 1
table[21596]: sold'rest 0 2
table[21597]: philo 9 1
table[21598]: knitteth 0 1
table[21601]: masks 6 1
table[21603]: lenticular 0 2
table[21606]: courage 70 1
table[21608]: told 256 1
table[21609]: uriel 2 4
table[21611]: hundreds 7 2
table[21612]: nathaniel 36 1
table[21613]: rudiments 4 1
table[21615]: abstainers 0 2
table[21616]: toll 4 1
table[21617]: gebadei 0 1
table[21619]: shak'd 5 1
table[21621]: synods 3 1
table[21623]: 'sweet' 0 1
table[21625]: reclaimed 0 1
table[21627]: exterior 6 2
table[21628]: york's 9 1
table[21629]: wanderers 1 1
table[21631]: differing 5 1
table[21633]: davy 47 2
table[21634]: staveley 0 4
table[21635]: ruined 10 1
table[21637]: tomb 75 1
table[21638]: assigns 2 2
table[21640]: mishmi 0 3
table[21642]: exotic 5 2
table[21643]: neptunus 1 1
table[21646]: ord'red 0 1
table[21647]: livia 1 2
table[21648]: berwick 3 1
table[21650]: deceitfully 0 2
table[21652]: freskins 0 2
table[21653]: iden's 0 1
table[21654]: law'' 0 2
table[21656]: terminated 6 2
table[21660]: reflexions 1 2
table[21661]: incivility 0 1
table[21663]: ventricle 0 1
table[21664]: pholadomya 0 3
table[21667]: streak'd 1 1
table[21670]: among 326 1
table[21671]: tone 47 1
table[21672]: nicomedia 0 1
table[21675]: wad 1 1
table[21678]: wag 19 1
table[21679]: brig'' 0 3
table[21681]: waj 0 1
table[21682]: buzzing 4 1
table[21684]: uccialli 2 1
table[21685]: wan 2 1
table[21686]: terminates 0 2
table[21687]: 'do't 0 1
table[21689]: war 423 1
table[21690]: was 6446 1
table[21693]: humoristi 0 2
table[21694]: waw 0 1
table[21695]: wax 31 1
table[21696]: way 751 1
table[21699]: physitians 0 3
table[21700]: gramme 0 1
table[21702]: archbold's 0 1
table[21703]: brib'd 2 1
table[21706]: dunghill 8 1
table[21707]: do'' 0 1
table[21708]: took 327 1
table[21709]: hoarse 7 1
table[21712]: woodcocks 1 1
table[21713]: humorists 0 2
table[21714]: ringleader 0 1
table[21716]: iridescent 0 1
table[21717]: blacker 3 1
table[21720]: mason 3 1
table[21722]: deputy's 0 1
table[21725]: collar 2 1
table[21730]: pillicock 0 1
table[21732]: mock'ry 2 1
table[21733]: permanently 7 2
table[21734]: presidential 1 2
table[21735]: nipp'd 0 1
table[21738]: croaghaun 1 2
table[21739]: dogmatism 2 2
table[21740]: acropolita's 0 1
table[21742]: tahir 0 2
table[21744]: unsupported 1 3
table[21747]: tops 12 1
table[21748]: alimentary 9 1
table[21749]: planet 17 1
table[21752]: banditti 4 1
table[21753]: boeotia 1 1
table[21756]: deity 15 2
table[21758]: banditto 0 1
table[21760]: patronage 16 1
table[21761]: arsenius 0 1
table[21762]: earthworms 1 3
table[21763]: clarence's 0 3
table[21764]: d'oeuvre 0 3
table[21766]: perdurable 1 1
table[21767]: cerberus 4 2
table[21771]: freshness 1 2
table[21772]: rarities 1 1
table[21776]: martula 1 1
table[21779]: afon 0 1
table[21782]: beatus 2 3
table[21783]: do's 0 1
table[21784]: do't 72 1
table[21785]: forbear't 0 2
table[21786]: perdurably 0 1
table[21787]: specifying 0 4
table[21788]: caliph 11 1
table[21789]: overpeer'd 0 1
table[21791]: lemovicensium 0 5
table[21792]: succeeds 2 1
table[21793]: poultice 0 3
table[21795]: tore 4 1
table[21797]: web 10 1
table[21798]: inigo 0 2
table[21799]: wed 31 1
table[21800]: mislike 3 1
table[21802]: inseparate 0 2
table[21804]: torn 17 1
table[21805]: observ'd 9 1
table[21807]: amort 1 1
table[21809]: entrenched 0 2
table[21810]: slides 1 1
table[21811]: 'swagger 0 1
table[21812]: socrates' 0 3
table[21813]: royale 6 1
table[21815]: wet 28 1
table[21816]: whin'd 0 1
table[21820]: meilleur 0 1
table[21822]: delegate 2 1
table[21826]: amarinna 0 1
table[21828]: sturdy 0 1
table[21830]: tasker 0 1
table[21831]: whiles 78 1
table[21832]: mapp'd 0 1
table[21833]: serrated 1 1
table[21835]: crimea 2 1
table[21836]: discretions 2 2
table[21838]: schumacher 0 1
table[21839]: stench 2 2
table[21840]: toss 5 1
table[21843]: instrument's 0 1
table[21846]: astronomersi 0 4
table[21849]: 'conjuro 0 1
table[21850]: inclin'd 14 2
table[21851]: hamasen 0 4
table[21853]: crimes 33 1
table[21854]: wollastonite 0 3
table[21855]: massy 4 1
table[21856]: substructure 2 1
table[21862]: wi' 11 1
table[21863]: limbeck 0 1
table[21866]: culverin 0 1
table[21867]: entreats 10 1
table[21870]: nicknamed 1 1
table[21871]: londoners 0 1
table[21872]: storageholder 0 2
table[21873]: entreaty 12 1
table[21874]: allegories 0 3
table[21876]: highroad 1 3
table[21877]: sprighted 0 1
table[21880]: clever 2 1
table[21882]: noted 42 1
table[21884]: unsuitability 0 1
table[21888]: deliver'd 38 1
table[21891]: cynic 0 1
table[21895]: orientale 0 4
table[21897]: notes 50 1
table[21899]: saghalien 0 1
table[21900]: sackerson 0 1
table[21901]: tour 2 1
table[21902]: tous 0 1
table[21903]: who 2003 1
table[21904]: paintings 11 1
table[21908]: ribald 0 1
table[21913]: why 1516 1
table[21914]: closeness 1 1
table[21915]: investigate 5 2
table[21916]: bruited 2 1
table[21917]: rigorous 2 1
table[21919]: progr 0 3
table[21920]: beseech 222 1
table[21922]: 'larums 1 1
table[21926]: wig 1 1
table[21929]: cality 0 1
table[21930]: armata 0 3
table[21931]: hawaii 10 3
table[21932]: mangolds 0 1
table[21933]: win 119 1
table[21934]: planks 1 1
table[21937]: concavities 0 1
table[21939]: wit 268 1
table[21940]: southwell 6 1
table[21944]: rundall 0 4
table[21946]: axletree 0 1
table[21947]: welkin 13 1
table[21952]: philistus 0 1
table[21953]: whitsters 0 1
table[21954]: riveted 4 1
table[21955]: aspire 3 2
table[21957]: ruffle 4 2
table[21958]: sciaticas 0 1
table[21959]: town 338 1
table[21962]: madness 68 1
table[21966]: acceptilatio 1 1
table[21968]: dispensed 0 1
table[21969]: commanding 16 1
table[21970]: riband 1 1
table[21973]: adrian 55 2
table[21974]: hard'ning 1 1
table[21975]: remove 44 1
table[21976]: fists 0 1
table[21977]: installed 2 1
table[21978]: impawn'd 1 1
table[21983]: dispenses 0 1
table[21985]: seeming 63 1
table[21987]: approximation 4 3
table[21988]: wealtlly 0 1
table[21989]: blust'ring 1 1
table[21994]: savonarola 0 2
table[21996]: entitled 36 1
table[21997]: accompany 8 1
table[22000]: cadmium 0 3
table[22001]: offenceful 0 1
table[22002]: colotomy 1 1
table[22003]: sanctorum 2 1
table[22004]: with's 1 1
table[22005]: with't 9 1
table[22006]: lashed 0 1
table[22009]: aenesideme 0 1
table[22010]: unfellowed 0 1
table[22011]: bermoothes 0 1
table[22014]: chaces 0 1
table[22015]: lubberly 0 1
table[22016]: soak'd 0 2
table[22019]: squalls 0 4
table[22021]: lashes 0 1
table[22023]: request's 1 1
table[22025]: footing 20 1
table[22026]: toys 17 1
table[22028]: notiz 0 1
table[22031]: bridal 7 2
table[22033]: hundredweight 1 1
table[22035]: neglectingly 0 1
table[22040]: hurling 0 3
table[22043]: regulations 32 1
table[22044]: combmaking 0 1
table[22047]: samaria 0 1
table[22048]: rochefoucauld 0 7
table[22049]: decisively 2 1
table[22052]: torment'st 0 2
table[22053]: succinate 2 1
table[22054]: ajier 0 1
table[22056]: insoluble 10 2
table[22057]: guardsman 5 1
table[22058]: geuther's 0 2
table[22060]: complaints 17 1
table[22061]: boothius 0 1
table[22064]: amount 80 1
table[22065]: phaethon 3 1
table[22068]: sculpsit 0 2
table[22070]: sportiveness 0 1
table[22073]: thellusson 3 3
table[22075]: licences 0 1
table[22078]: harrisburg'' 0 3
table[22079]: benzaconine 0 4
table[22081]: lories 0 3
table[22082]: turtle's 1 1
table[22084]: drachmas 1 1
table[22085]: remodelled 0 1
table[22088]: cynon 0 1
table[22089]: asma'i 0 1
table[22092]: underborne 0 1
table[22093]: dengel 0 2
table[22095]: contraries 4 1
table[22100]: remediate 0 1
table[22102]: ultramontane 1 1
table[22104]: verbally 2 2
table[22107]: soiled 0 1
table[22108]: envenom 1 1
table[22109]: crawling 2 1
table[22110]: woe 127 1
table[22111]: weighing 10 1
table[22114]: hurly 3 1
table[22115]: sprightly 4 1
table[22116]: jones 2 2
table[22117]: disprove 4 2
table[22118]: anabaptistical 0 2
table[22119]: won 118 1
table[22120]: woo 73 1
table[22121]: bremgarten 0 1
table[22122]: demands 21 1
table[22123]: wor 34 1
table[22125]: wot 29 1
table[22127]: gentleness 16 1
table[22128]: wow 7 1
table[22131]: flourisheth 0 1
table[22134]: shopkeeper 1 6
table[22135]: unacclimatized 0 2
table[22136]: ringlets 3 1
table[22138]: slothful 0 1
table[22140]: wraths 1 1
table[22142]: scraps 3 1
table[22143]: adowa 10 5
table[22147]: vogue 2 1
table[22156]: responsa 0 1
table[22157]: hooting 1 1
table[22158]: devin 0 3
table[22159]: greenland 1 1
table[22160]: columna 0 2
table[22161]: hee 0 3
table[22162]: cannstatt 0 1
table[22163]: baffles 0 3
table[22167]: affecting 5 1
table[22168]: qiie 0 1
table[22169]: refutation'' 0 1
table[22170]: fool's 13 2
table[22172]: expos'd 5 1
table[22173]: isthmus 1 1
table[22176]: offending 9 1
table[22180]: macacus 0 2
table[22181]: mentis 0 1
table[22184]: resident 13 1
table[22185]: roughest 2 1
table[22189]: element's 0 1
table[22190]: norwich 4 1
table[22191]: pegmatite 1 1
table[22193]: tack'd 0 1
table[22194]: confederate 8 1
table[22198]: resign'd 2 1
table[22199]: qutaiba 0 2
table[22200]: ringwood 0 2
table[22201]: summa 1 1
table[22202]: unequalled 0 2
table[22203]: biennially 0 1
table[22204]: dulia 0 2
table[22205]: affection 83 1
table[22209]: panjdeh 0 3
table[22210]: equivocate 0 2
table[22213]: plants 78 1
table[22222]: pecks 0 1
table[22223]: wry 0 1
table[22224]: mast'red 1 2
table[22226]: yah 1 5
table[22228]: assailants 0 1
table[22229]: lam 0 2
table[22231]: dislike 19 2
table[22234]: denials 1 1
table[22238]: piper 0 2
table[22239]: niger 1 1
table[22240]: slubber 1 1
table[22241]: beseems 3 1
table[22243]: jolt 0 2
table[22245]: lau 0 2
table[22249]: defines 1 1
table[22258]: abolitionist 1 1
table[22259]: civitas 0 2
table[22261]: squibb 0 2
table[22265]: kaukasischen 0 1
table[22266]: whilst 136 1
table[22267]: farewell 350 1
table[22271]: subduements 0 1
table[22272]: zechariah 0 1
table[22277]: sculptors 4 1
table[22280]: pyrrh 0 2
table[22284]: dextrin 0 1
table[22285]: exacts 0 1
table[22286]: grafters 0 2
table[22288]: averting 0 1
table[22290]: solomon 11 1
table[22292]: censure 29 2
table[22295]: amazing 2 1
table[22297]: household's 1 1
table[22298]: physicist 0 2
table[22300]: hurry 13 1
table[22302]: notified 0 1
table[22303]: match 84 1
table[22306]: spiritless 0 1
table[22307]: agao 0 1
table[22308]: conspire 7 1
table[22310]: wus 0 1
table[22311]: factionary 0 1
table[22312]: overscutch'd 0 1
table[22313]: agau 0 1
table[22318]: archers 2 1
table[22321]: skein 1 4
table[22322]: obdurate 6 1
table[22323]: 'aged 0 1
table[22324]: mansion 14 1
table[22327]: unhatch'd 1 1
table[22328]: richmond's 2 1
table[22329]: origine 0 2
table[22331]: fowler 2 3
table[22332]: laevorotatory 0 4
table[22333]: ghosts 17 1
table[22334]: night 810 1
table[22337]: sirohi 0 2
table[22338]: impregnable 5 1
table[22339]: ransacking 0 1
table[22340]: collum 0 1
table[22342]: maillezais 0 1
table[22343]: ensuing 13 1
table[22344]: tudomanyos 0 1
table[22345]: husbandless 0 2
table[22348]: propagated 8 1
table[22349]: forstemann 0 3
table[22351]: proconsul 0 1
table[22353]: clasp'd 0 1
table[22354]: oberon 44 1
table[22356]: hurts 13 1
table[22357]: sergeant 21 1
table[22360]: novelty 1 1
table[22361]: mated 5 1
table[22362]: menton 1 1
table[22363]: tower 103 2
table[22365]: toy's 0 2
table[22367]: defacers 0 1
table[22370]: abednergo 0 4
table[22372]: knave' 1 1
table[22374]: intend 52 1
table[22375]: harbourage 0 2
table[22376]: length 90 1
table[22377]: chronica 0 1
table[22380]: crispin's 0 1
table[22382]: grande 4 1
table[22385]: tudhulu 0 1
table[22387]: geologische 0 1
table[22388]: moliere's 0 2
table[22390]: intent 59 1
table[22392]: abdullah 0 1
table[22394]: edward 364 1
table[22395]: pahang 0 2
table[22397]: unearthly 0 3
table[22401]: stricture 0 1
table[22402]: strassburg 2 1
table[22404]: call'd 178 1
table[22405]: niccolo 0 1
table[22409]: regain 0 2
table[22410]: meditations 4 1
table[22411]: cornelius 24 1
table[22413]: moneys' 0 1
table[22414]: bucks 0 1
table[22415]: bosom'd 0 2
table[22417]: barnes 1 2
table[22418]: lummer 0 1
table[22420]: aged 36 1
table[22426]: dulls 0 2
table[22432]: demoralization 0 3
table[22434]: ager 3 1
table[22435]: ages 56 1
table[22436]: peleus 5 7
table[22447]: fordoes 1 1
table[22448]: knaves 42 1
table[22451]: centrally 1 3
table[22452]: vincentio's 1 1
table[22453]: magna 0 2
table[22454]: organization 22 1
table[22459]: thatched 4 1
table[22462]: quarrels 23 1
table[22469]: reposal 0 2
table[22470]: dejaj 3 2
table[22473]: adinemar's 0 1
table[22474]: 'receive 0 1
table[22475]: grange 4 1
table[22477]: gondar 13 2
table[22478]: concur 0 2
table[22479]: montgolfiers 3 1
table[22484]: psammetichus 1 2
table[22490]: matii 0 1
table[22492]: upheld 1 1
table[22493]: lightfoot 0 3
table[22494]: scaffold 1 1
table[22495]: matin 0 1
table[22496]: astronomy 13 1
table[22499]: bayle 1 1
table[22503]: fabulous 3 1
table[22507]: habibullah 1 2
table[22508]: intern 0 1
table[22509]: untitled 0 1
table[22516]: mcculloch 0 1
table[22520]: courbet 0 1
table[22522]: electric 13 1
table[22525]: prospero's 3 1
table[22527]: tristan 0 2
table[22528]: wavering 3 1
table[22529]: kinsman 45 1
table[22530]: sliding 2 1
table[22532]: beach 5 1
table[22537]: demurrage 0 2
table[22539]: hig 0 3
table[22540]: ay'll 0 1
table[22541]: theatrical 0 1
table[22545]: statuette 1 1
table[22546]: agamemnon 97 1
table[22547]: mameluke 0 1
table[22548]: lavolt 0 1
table[22550]: listerian 0 3
table[22551]: adulis 5 1
table[22552]: curtius 0 1
table[22555]: demonstrated 5 1
table[22556]: erenkeni 0 2
table[22557]: khamtas 0 1
table[22559]: lupercal 1 1
table[22560]: empires 0 2
table[22567]: ample 23 1
table[22568]: rebatement 0 2
table[22569]: saeculi 0 4
table[22570]: glucoside 0 1
table[22574]: beads 12 1
table[22577]: tristis 0 1
table[22581]: prolixity 2 1
table[22584]: methink'st 0 1
table[22586]: returned 60 1
table[22587]: amply 4 1
table[22590]: outstood 0 1
table[22591]: repugnance 1 2
table[22592]: propelling 1 1
table[22593]: lean'd 1 1
table[22594]: condemns 3 1
table[22595]: intrepid 0 2
table[22599]: aelian's 2 1
table[22603]: avifauna 0 1
table[22605]: battleships 0 7
table[22607]: funeral 26 1
table[22608]: glistering 1 1
table[22609]: renfrewshire 0 1
table[22611]: spaniard's 0 1
table[22612]: weapon'd 0 1
table[22618]: contiguous 1 1
table[22619]: strathbeg 0 1
table[22621]: reinforce 0 1
table[22622]: uncle 216 1
table[22623]: boulevards 0 2
table[22627]: weapon's 0 1
table[22631]: augurers 2 1
table[22632]: knocked 0 1
table[22635]: toughness 0 1
table[22636]: metheglins 0 1
table[22637]: arcuata 0 1
table[22641]: attachment 3 1
table[22644]: kampongs 2 1
table[22645]: psychological 7 1
table[22646]: habiliments 3 2
table[22647]: jose 2 2
table[22651]: puffs 1 1
table[22652]: ribbed 2 1
table[22653]: kinsmen 21 1
table[22657]: ascended 26 1
table[22658]: vaugelas 0 2
table[22660]: chrysolophus 0 1
table[22661]: shrew 14 1
table[22664]: expostulation 0 1
table[22665]: valorem'' 0 3
table[22666]: unlike 23 1
table[22667]: nightcaps 0 2
table[22668]: plaintiff 4 2
table[22674]: glittering 5 1
table[22676]: sail'd 2 1
table[22679]: verity 9 2
table[22680]: prefer 22 1
table[22681]: pomgarnet 0 3
table[22682]: 'besides 0 1
table[22684]: fitzgerald 0 1
table[22686]: perthshire 0 1
table[22688]: countersigned 0 1
table[22689]: insulators 1 1
table[22694]: eventsat 0 2
table[22695]: fitly 5 1
table[22696]: approval 14 1
table[22697]: dramatist 0 3
table[22698]: gag'd 0 1
table[22702]: wellby 0 1
table[22703]: solenoid 1 2
table[22704]: foggia 0 1
table[22705]: muhassil 0 2
table[22707]: age's 4 1
table[22709]: umpires 1 1
table[22710]: barbarians 0 1
table[22712]: wonder'd 2 3
table[22716]: concernancy 0 1
table[22719]: paracelsian 0 2
table[22724]: tastefully 0 2
table[22726]: loathness 2 1
table[22729]: lavoro 0 1
table[22731]: penetrating 3 2
table[22733]: trawlers 0 3
table[22734]: o'erturn 1 1
table[22735]: putrefied 0 1
table[22743]: liv 1 2
table[22749]: rullianus 0 2
table[22751]: latrocinium 0 3
table[22752]: vibrator 0 1
table[22754]: aphaea 0 2
table[22755]: unyielding 1 4
table[22756]: impression 21 1
table[22757]: cessions 0 4
table[22758]: prognostication 1 1
table[22760]: voting 0 1
table[22763]: justices' 0 1
table[22764]: awakens 0 1
table[22765]: satchel 0 1
table[22769]: matri 1 1
table[22773]: cozen 5 1
table[22775]: lock'd 26 1
table[22778]: purity 30 1
table[22779]: gmelin 1 2
table[22782]: useful 32 1
table[22784]: synonym 1 1
table[22788]: thatch 2 3
table[22790]: canals 5 2
table[22791]: beaks 0 1
table[22792]: gordons 0 1
table[22794]: sheaved 0 1
table[22796]: laughing 16 1
table[22797]: jour 5 2
table[22798]: carnations 0 2
table[22799]: acolytes 8 2
table[22800]: mangles 0 2
table[22801]: hodgson 0 1
table[22805]: snuff'd 0 1
table[22807]: mistrust 14 1
table[22808]: justicers 0 1
table[22809]: sheaves 0 1
table[22810]: prefix 0 1
table[22812]: approved 26 1
table[22815]: immemorially 0 2
table[22821]: ascelin 0 1
table[22822]: l'institut 0 1
table[22825]: aneroid 2 1
table[22826]: compliments 3 1
table[22827]: approves 4 1
table[22830]: matth 0 1
table[22836]: willington 0 1
table[22838]: marvellous 20 1
table[22840]: glucose 10 1
table[22841]: jovi 3 2
table[22842]: montalto 1 2
table[22849]: giam 0 2
table[22851]: gian 0 2
table[22852]: digitata 0 2
table[22853]: beams 24 1
table[22857]: adscripts 0 3
table[22858]: now's 2 1
table[22862]: cringe 0 1
table[22863]: phillppe 0 2
table[22864]: glossulae 0 1
table[22867]: adultress 3 1
table[22870]: assigned 24 2
table[22871]: appendicitis 0 1
table[22872]: passions 16 1
table[22874]: bleared 1 1
table[22875]: clements 0 2
table[22877]: carbonyl 0 2
table[22878]: sepher 0 4
table[22879]: umbrellas 0 2
table[22880]: contestation 0 1
table[22884]: beans 7 1
table[22886]: tapers 11 1
